time,activation
0.0,14.028113767288733
0.0005,8.839808836363364
0.001,3.3463094977365024
0.0015,0.904754236124564
0.002,3.3463094977365024
0.0025,5.482670351646949
0.003,2.125531866930533
0.0035,-4.588745102502298
0.004,-10.387438848830651
0.0045000000000000005,-12.523799702741098
0.005,-13.439382925845575
0.0055,-13.744577333547067
0.006,-13.134188518144082
0.006500000000000001,-11.303022071935128
0.007,-9.166661218024682
0.0075,-7.945883587218713
0.008,-8.556272402621698
0.0085,-12.218605295039605
0.009000000000000001,-16.491327002860498
0.0095,-18.01729904136796
0.01,-15.880938187457513
0.0105,-12.523799702741098
0.011,-10.08224444112916
0.0115,-8.251077994920205
0.012,-6.114717141009759
0.0125,-4.283550694800805
0.013000000000000001,-3.6731618793978207
0.0135,-3.3679674716963284
0.014,-1.2316066177858822
0.0145,1.8203374592290409
0.015,5.177475943945456
0.0155,7.00864239015441
0.016,7.619031205557395
0.0165,7.3138367978559025
0.017,8.22942002096038
0.0175,11.586558505676795
0.018000000000000002,15.859280213497687
0.0185,17.995641067408133
0.019,18.91122429051261
0.0195,18.91122429051261
0.02,16.16447462119918
0.0205,10.365780874870826
0.021,6.3982535747514255
0.021500000000000002,7.924225613258887
0.022,9.145003244064856
0.0225,3.6515039054379947
0.023,-3.978356287099313
0.0235,-4.89393951020379
0.024,-0.010828986979913021
0.0245,-0.010828986979913021
0.025,-7.640689179517221
0.025500000000000002,-14.660160556651544
0.026000000000000002,-14.660160556651544
0.0265,-12.82899411044259
0.027,-15.270549372054528
0.0275,-18.627687856770944
0.028,-18.627687856770944
0.0285,-17.406910225964975
0.029,-18.932882264472436
0.029500000000000002,-19.23807667217393
0.03,-14.354966148950052
0.0305,-8.251077994920205
0.031,-7.335494771815728
0.0315,-10.08224444112916
0.032,-9.471855625726175
0.0325,-5.809522733308267
0.033,-3.062773063994836
0.0335,-3.3679674716963284
0.034,-3.3679674716963284
0.0345,-1.5368010254873745
0.035,-0.6212178023828976
0.035500000000000004,-1.8419954331888668
0.036000000000000004,-2.147189840890359
0.0365,0.2943654207215793
0.037,5.482670351646949
0.0375,10.060586467169333
0.038,12.502141728781272
0.0385,14.028113767288733
0.039,17.38525225200515
0.0395,21.65797395982604
0.04,22.573557182930518
0.0405,17.69044665970664
0.041,10.97616969027381
0.0415,8.22942002096038
0.042,9.450197651766349
0.0425,9.450197651766349
0.043000000000000003,5.787864759348441
0.043500000000000004,1.5151430515275486
0.044,-0.6212178023828976
0.0445,-2.7575786562933438
0.045,-6.114717141009759
0.0455,-9.777050033427667
0.046,-10.692633256532144
0.0465,-8.556272402621698
0.047,-4.588745102502298
0.0475,-2.147189840890359
0.048,-3.6731618793978207
0.0485,-9.166661218024682
0.049,-14.660160556651544
0.0495,-15.270549372054528
0.05,-13.134188518144082
0.0505,-12.218605295039605
0.051000000000000004,-12.523799702741098
0.051500000000000004,-12.218605295039605
0.052000000000000005,-10.997827664233636
0.0525,-10.692633256532144
0.053,-10.387438848830651
0.0535,-7.640689179517221
0.054,-2.147189840890359
0.0545,3.04111509003501
0.055,6.093059167049933
0.0555,6.093059167049933
0.056,3.6515039054379947
0.0565,1.8203374592290409
0.057,4.872281536243964
0.0575,12.807336136482764
0.058,18.606029882811118
0.0585,16.774863436602164
0.059000000000000004,11.891752913378287
0.059500000000000004,11.586558505676795
0.06,14.333308174990226
0.0605,12.807336136482764
0.061,7.924225613258887
0.0615,7.3138367978559025
0.062,12.19694732107978
0.0625,15.248891398094703
0.063,12.502141728781272
0.0635,9.145003244064856
0.064,8.839808836363364
0.0645,7.619031205557395
0.065,2.125531866930533
0.0655,-3.6731618793978207
0.066,-6.4199115487112515
0.0665,-8.86146681032319
0.067,-12.82899411044259
