Ultium EMG-BICEPS BR. RT,Ultium EMG-LAT. TRICEPS RT,Ultium EMG-MED. TRICEPS RT,Ultium EMG-BRACHIORAD. RT,Ultium EMG-FLEX.CARP.R RT,Ultium EMG-POST.DELTOID RT,Ultium EMG-MID DELT. RT,Ultium EMG-ANT.DELTOID RT,Ultium EMG-Ultium EMG.Sync
-7.651213,215.077408,-121.446784,5.436304,2.140021,-9.481007,-13.435112,-0.924734,0.000000
-7.956408,191.577439,-141.284420,7.267470,0.614049,-10.701785,-13.129918,-4.587067,0.000000
-6.125241,148.850222,-146.472725,13.676553,0.308855,-16.500478,-11.603946,-6.723428,0.000000
-4.599269,93.610034,-122.057173,4.215526,0.308855,-21.078394,-7.331224,-3.976679,0.000000
-6.125241,40.506207,-67.732568,-14.401333,0.003661,-21.688783,-2.142919,2.127210,0.000000
-9.177185,5.103656,-11.576797,-23.557165,-0.911923,-19.552422,1.214219,5.789542,0.000000
-11.008352,-16.259953,16.806283,-22.946776,-1.217117,-14.974506,3.045386,4.263570,0.000000
-9.787574,-36.707978,15.280311,-29.050664,-0.606728,-9.175812,5.181747,0.601238,0.000000
-7.956408,-53.188476,1.851757,-41.258440,0.003661,-5.818674,7.623302,-0.314346,0.000000
-7.651213,-57.766392,-5.778103,-44.005190,0.308855,-8.260229,7.928496,0.296043,0.000000
-7.651213,-57.156003,-0.894993,-34.238969,0.308855,-12.227757,7.012913,-0.619540,0.000000
-5.820047,-61.733919,14.975116,-28.135081,0.003661,-8.870618,6.402524,-5.197456,0.000000
-3.073297,-63.259892,29.929642,-34.238969,0.308855,2.116381,7.318107,-8.859789,0.000000
-0.936936,-53.493670,30.234837,-41.868829,0.614049,12.798185,7.928496,-7.639011,0.000000
1.199425,-47.694977,17.416672,-41.563635,1.224438,17.376101,7.623302,-2.755901,0.000000
5.166952,-62.039114,7.345256,-37.901302,0.919244,18.902073,7.928496,-0.009151,0.000000
10.355257,-76.688445,7.040062,-35.764941,0.003661,22.564406,10.370051,-0.009151,0.000000
16.459145,-58.376781,7.955645,-31.797414,0.003661,26.226739,12.506412,-0.314346,0.000000
22.868228,-14.733981,10.092006,-21.420804,-0.301534,24.700767,10.675246,0.296043,0.000000
28.056533,7.240017,28.708865,-9.823416,-1.522312,17.986490,5.792135,2.737598,0.000000
27.751338,-13.513203,67.163360,-4.940306,-2.132700,11.577407,0.298636,4.568765,0.000000
20.731867,-48.610560,95.546440,-6.161084,-0.911923,8.220269,-1.532530,5.789542,0.000000
11.881229,-59.902753,83.033469,-7.076667,2.140021,6.083908,-0.616947,5.179154,0.000000
9.439674,-47.084588,37.864697,-2.803945,4.276382,3.642353,0.909025,3.042793,0.000000
11.881229,-27.246951,-0.589798,5.436304,3.665993,2.116381,1.824608,0.601238,0.000000
11.270840,-3.136593,-9.745631,13.981747,0.614049,1.811186,0.298636,-0.009151,0.000000
3.335786,29.214014,-2.420965,19.170052,-1.522312,2.116381,-2.753308,0.601238,0.000000
-6.735630,54.239955,2.462146,23.442774,-3.353478,2.421575,-6.110447,1.516821,0.000000
-12.229129,44.778929,4.903701,29.851857,-4.269061,1.200797,-7.331224,2.127210,0.000000
-13.144712,5.408850,14.669922,35.650550,-3.963867,-1.851147,-5.500058,3.347987,0.000000
-12.229129,-20.837869,29.319253,34.734967,-1.522312,-5.208285,-3.058502,5.484348,0.000000
-11.618740,-2.221010,33.897170,29.546662,1.224438,-5.208285,-2.142919,6.399931,0.000000
-10.397963,38.064652,19.247838,31.072634,3.055605,-1.851147,-3.058502,5.789542,0.000000
-8.566796,49.662039,-3.641743,40.533661,3.665993,2.116381,-3.363697,4.568765,0.000000
-7.040824,20.058182,-17.375491,44.501188,4.276382,5.168325,-1.227336,3.653182,0.000000
-6.430435,-6.493732,-17.375491,37.481717,5.191965,6.694297,0.909025,2.127210,0.000000
-6.125241,6.324433,-20.427435,30.157051,5.191965,4.863130,0.298636,-0.314346,0.000000
