time,angle
0.0,-0.628007026621163
0.016666666666666666,-0.672292882626937
0.03333333333333333,-0.716590312232976
0.05,-0.761395527926069
0.06666666666666667,-0.806077756942955
0.08333333333333333,-0.851256058836576
0.1,-0.899300460320922
0.11666666666666667,-0.952058818244842
0.13333333333333333,-1.00768205192231
0.15,-1.06300091013042
0.16666666666666666,-1.11799280791644
0.18333333333333332,-1.17268400945185
0.2,-1.22397836788935
0.21666666666666667,-1.27070740454571
0.23333333333333334,-1.31403709194814
0.25,-1.35437202922234
0.26666666666666666,-1.39194300572865
0.2833333333333333,-1.4265203611996
0.3,-1.45781878026942
0.31666666666666665,-1.48702762487153
0.3333333333333333,-1.51295716673195
0.35,-1.53175389997453
0.36666666666666664,-1.54070850343671
0.3833333333333333,-1.54253125325183
0.4,-1.54150008952175
0.4166666666666667,-1.53718919698937
0.43333333333333335,-1.53003089645695
0.45,-1.52558759284817
0.4666666666666667,-1.52606957546748
0.48333333333333334,-1.52926225980033
0.5,-1.53408860200818
0.5166666666666666,-1.54098735178209
0.5333333333333333,-1.54952392814493
0.55,-1.55731399576088
0.5666666666666667,-1.56277231383294
0.5833333333333334,-1.56749017277161
0.6,-1.57384239820754
0.6166666666666667,-1.58252660409473
0.6333333333333333,-1.59283842128663
0.65,-1.60504392435804
0.6666666666666666,-1.61804563216073
0.6833333333333333,-1.63293657335778
0.7,-1.65326666047649
0.7166666666666667,-1.68119495281374
0.7333333333333333,-1.71455661532517
0.75,-1.75041595304328
0.7666666666666666,-1.78908838659805
0.7833333333333333,-1.83025847292449
0.8,-1.87004462048131
0.8166666666666667,-1.90378657032912
0.8333333333333334,-1.93614430452017
0.85,-1.97721567093398
0.8666666666666667,-2.02697198275106
0.8833333333333333,-2.08543967794771
0.9,-2.1628006549446
0.9166666666666666,-2.26429605909545
0.9333333333333333,-2.38469961300253
0.95,-2.51849483017926
0.9666666666666667,-2.67071236980715
0.9833333333333333,-2.83634431327676
1.0,-2.9947965111234
1.0166666666666666,-3.14462620053187
1.0333333333333332,-3.28727187817662
1.05,-3.40640915494918
1.0666666666666667,-3.49603209554508
1.0833333333333333,-3.56209296137441
1.1,-3.60620338265509
1.1166666666666667,-3.62101456790538
1.1333333333333333,-3.61393044254152
1.15,-3.60869451080861
1.1666666666666667,-3.61343396132327
1.1833333333333333,-3.6200381582124
1.2,-3.62785562517551
1.2166666666666666,-3.63873300705981
1.2333333333333334,-3.65081490934666
1.25,-3.65789263542408
1.2666666666666666,-3.65518645182134
1.2833333333333332,-3.64749537601623
1.3,-3.64297651363241
1.3166666666666667,-3.64351789382098
1.3333333333333333,-3.64722590016354
