time,angle
0.0,1.89721847170578
0.016666666666666666,1.94297328558672
0.03333333333333333,1.9886680061197
0.05,2.0308243476536
0.06666666666666667,2.06812313107725
0.08333333333333333,2.10195032812545
0.1,2.13291732240339
0.11666666666666667,2.16213110087828
0.13333333333333333,2.18850010102279
0.15,2.20932438623515
0.16666666666666666,2.22184891908699
0.18333333333333332,2.22880260823896
0.2,2.23571929451147
0.21666666666666667,2.23989563425214
0.23333333333333334,2.24408706551857
0.25,2.26200763905881
0.26666666666666666,2.30630584862325
0.2833333333333333,2.36422728975646
0.3,2.41137593483894
0.31666666666666665,2.44238043773494
0.3333333333333333,2.4626146023769
0.35,2.46392114511233
0.36666666666666664,2.43674416967349
0.3833333333333333,2.39070605594015
0.4,2.34644799442606
0.4166666666666667,2.3072773786831
0.43333333333333335,2.26993565281321
0.45,2.24522668212347
0.4666666666666667,2.24163634918844
0.48333333333333334,2.25068801431317
0.5,2.25776431729223
0.5166666666666666,2.26081197195001
0.5333333333333333,2.26196057400742
0.55,2.25288143766815
0.5666666666666667,2.22870556035482
0.5833333333333334,2.19423263586195
0.6,2.15563620710928
0.6166666666666667,2.11146098147282
0.6333333333333333,2.06315937376499
0.65,2.02134533831849
0.6666666666666666,1.96304573533888
0.6833333333333333,1.91129228555869
0.7,1.94563622433061
0.7166666666666667,2.00229178361773
0.7333333333333333,2.14557564590141
0.75,2.64840274588203
0.7666666666666666,3.59653693735902
0.7833333333333333,4.90579678801259
0.8,6.59332097526065
0.8166666666666667,8.70394871337633
0.8333333333333334,11.192528563753
0.85,13.9342573710854
0.8666666666666667,16.967479073036
0.8833333333333333,20.240601291084
0.9,23.4968165732812
0.9166666666666666,26.6537462701662
0.9333333333333333,29.8036411534455
0.95,32.967631052988
0.9666666666666667,36.1462276748753
0.9833333333333333,39.355084660846
1.0,42.6407042041697
1.0166666666666666,46.0187075590446
1.0333333333333332,49.4684093511095
1.05,52.9825242248486
1.0666666666666667,56.6036689123653
1.0833333333333333,60.2847316497047
1.1,63.8885472965276
1.1166666666666667,67.4073239433702
1.1333333333333333,70.8481763643173
1.15,74.0967401172256
1.1666666666666667,77.1294534332903
1.1833333333333333,79.9672492044939
1.2,82.5591091204196
1.2166666666666666,84.8703592606046
1.2333333333333334,86.9306704092164
1.25,88.7836482871722
1.2666666666666666,90.4024320580839
1.2833333333333332,91.8123818608301
1.3,93.1361760151273
1.3166666666666667,94.38676595988
1.3333333333333333,95.5521001425567
1.35,96.7165276751528
1.3666666666666667,97.9081309681454
1.3833333333333333,99.0964238328649
1.4,100.277810287024
1.4166666666666667,101.47418809899
1.4333333333333333,102.664585442964
1.45,103.782011450223
1.4666666666666666,104.826472602266
1.4833333333333334,105.798598781033
1.5,106.630960114884
1.5166666666666666,107.311831441754
1.5333333333333332,107.851721332634
1.55,108.21604768517
1.5666666666666667,108.385533153083
1.5833333333333333,108.380002335241
1.6,108.223386964888
1.6166666666666667,107.909438732396
1.6333333333333333,107.443608494197
1.65,106.867306515438
1.6666666666666667,106.216437132998
1.6833333333333333,105.455372408247
1.7,104.518030307322
1.7166666666666666,103.33220872397
1.7333333333333334,101.968780899927
1.75,100.574858039617
1.7666666666666666,99.1638107619176
1.7833333333333332,97.7189055587827
1.8,96.3442442100198
1.8166666666666667,95.065227610937
1.8333333333333333,93.8598677925379
1.8499999999999999,92.7642167733559
1.8666666666666667,91.8074631792137
1.8833333333333333,90.9630145990731
1.9,90.1804225576239
1.9166666666666667,89.4581127012822
1.9333333333333333,88.7931514109642
1.95,88.1328373816047
1.9666666666666666,87.4683123897754
1.9833333333333334,86.8105288714197
2.0,86.1384857610006
2.0166666666666666,85.4534578241219
2.033333333333333,84.7554322915178
2.05,84.0221363730318
2.0666666666666664,83.2576267984322
2.0833333333333335,82.4617769203743
2.1,81.6045530058582
2.1166666666666667,80.6691372349795
2.1333333333333333,79.6706663563005
2.15,78.624076640176
2.1666666666666665,77.5260203229959
2.183333333333333,76.3769490956591
2.2,75.1987317721594
2.216666666666667,73.9840987540964
2.2333333333333334,72.7425602332636
2.25,71.5223727789158
2.2666666666666666,70.3245248203718
2.283333333333333,69.148459075485
2.3,68.0379963153914
2.3166666666666664,66.9928845587114
2.3333333333333335,66.0108614536381
2.35,65.1317199685617
2.3666666666666667,64.3778769584415
2.3833333333333333,63.7257210901765
2.4,63.1468193204509
2.4166666666666665,62.6495989014041
2.433333333333333,62.2257914680847
2.45,61.822216525354
2.466666666666667,61.4456103786843
2.4833333333333334,61.0895603907092
2.5,60.6802501457311
2.5166666666666666,60.1775492415847
2.533333333333333,59.6215585527392
2.55,59.0570031320323
2.5666666666666664,58.5030077656658
2.5833333333333335,57.9398257285448
2.6,57.3527109058074
2.6166666666666667,56.7114427209234
2.6333333333333333,56.0474357316698
2.65,55.4373190458
2.6666666666666665,54.924767991068
2.683333333333333,54.4655242320647
2.7,54.0032556053533
2.716666666666667,53.514101009931
2.7333333333333334,53.021586256624
2.75,52.5403055036329
2.7666666666666666,52.0924399135563
2.783333333333333,51.6559260923544
2.8,51.1790374452947
2.8166666666666664,50.6303462712741
2.8333333333333335,50.041355255101
2.85,49.4545376613412
2.8666666666666667,48.8966003588851
2.8833333333333333,48.3406879853393
2.9,47.7492960094692
2.9166666666666665,47.0796270925245
2.933333333333333,46.3756779151794
2.95,45.728821291134
2.966666666666667,45.1874916686326
2.9833333333333334,44.7011014065997
3.0,44.2111081643754
3.0166666666666666,43.6878489106611
3.033333333333333,43.1625782449319
3.05,42.6674758059514
3.0666666666666664,42.2221584588248
3.0833333333333335,41.806380118449
3.1,41.3913766569044
3.1166666666666667,40.9820689390403
3.1333333333333333,40.5743649364282
3.15,40.1255679775283
3.1666666666666665,39.6592005924028
3.183333333333333,39.1496479624617
3.2,38.4822757737508
3.216666666666667,37.6423377461285
3.2333333333333334,36.6506902913958
3.25,35.4502706340403
3.2666666666666666,34.0125502647493
3.283333333333333,32.3782689189618
3.3,30.5930846184791
3.3166666666666664,28.6494878502747
3.3333333333333335,26.5657859181267
3.35,24.408934874313
3.3666666666666667,22.1040534428435
3.3833333333333333,19.7044433091216
3.4,17.4641042920695
3.4166666666666665,15.4701482511109
3.433333333333333,13.6346218029137
3.4499999999999997,11.955564204103
3.466666666666667,10.3979891494312
3.4833333333333334,8.99519630490876
3.5,7.84698912779988
3.5166666666666666,7.02971929983512
3.533333333333333,6.46166192228223
3.55,6.00667852456389
3.5666666666666664,5.60699679446374
3.5833333333333335,5.32446764648191
3.6,5.20165166096011
3.6166666666666667,5.23255324950851
3.6333333333333333,5.42050355743978
3.65,5.81962488527572
3.6666666666666665,6.49674888370925
3.683333333333333,7.38652121763293
3.6999999999999997,8.34398947253409
3.716666666666667,9.35154252261697
3.7333333333333334,10.4274331048056
3.75,11.4773453275963
3.7666666666666666,12.5000812752852
3.783333333333333,13.4935640218287
3.8,14.3621819983025
3.8166666666666664,15.0733047218138
3.8333333333333335,15.6593588869973
3.85,16.1266437496272
3.8666666666666667,16.4826893703293
3.8833333333333333,16.7223104504736
3.9,16.8339482694044
3.9166666666666665,16.7731431062154
3.933333333333333,16.5823148127959
3.9499999999999997,16.3807479951873
3.966666666666667,16.2094533461375
3.9833333333333334,16.0270590859722
4.0,15.8301289242839
4.016666666666667,15.6052099521016
4.033333333333333,15.365110940733
4.05,15.1463526891856
4.066666666666666,14.967240340374
4.083333333333333,14.8105721458189
4.1,14.6598487528312
4.116666666666666,14.5188143625803
4.133333333333333,14.3837709296071
4.15,14.2266365579216
4.166666666666667,14.0355365284403
4.183333333333334,13.8224882677444
4.2,13.5951820354232
4.216666666666667,13.3649905607282
4.233333333333333,13.1206220787106
4.25,12.8357113415345
4.266666666666667,12.4898339329248
4.283333333333333,12.1034858900233
4.3,11.7114470877853
4.316666666666666,11.3075182029166
4.333333333333333,10.8973584389093
4.35,10.5335643213476
4.366666666666666,10.2442264961824
4.383333333333333,10.0014206484668
4.4,9.7739665676651
4.416666666666667,9.54730262156387
4.433333333333334,9.33618447746365
4.45,9.15341706489229
4.466666666666667,9.00476566571175
4.483333333333333,8.88465043450032
4.5,8.78875423510024
