time,activation
0.0,10.687905107287394
0.0005,10.07751629188441
0.001,8.551544253376948
0.0015,5.804794584063516
0.002,0.3112952454366546
0.0025,-4.877009685488715
0.003,-6.402981723996176
0.0035,-3.6562320546827456
0.004,-0.29909356996633
0.0045000000000000005,0.6164896531381469
0.005,1.2268784685411316
0.0055,2.1424616916456083
0.006,2.4476560993471006
0.006500000000000001,1.2268784685411316
0.007,-0.6042879776678224
0.0075,-1.8250656084737915
0.008,-0.9094823853693147
0.0085,0.6164896531381469
0.009000000000000001,1.2268784685411316
0.0095,0.9216840608396392
0.01,0.6164896531381469
0.0105,1.2268784685411316
0.011,1.532072876242624
0.0115,1.532072876242624
0.012,1.2268784685411316
0.0125,1.8372672839441162
0.013000000000000001,3.66843373015307
0.0135,6.109988991765008
0.014,7.63596103027247
0.0145,7.025572214869485
0.015,3.3632393224515775
0.0155,0.006100837735162265
0.016,0.006100837735162265
0.0165,3.66843373015307
0.017,6.720377807167993
0.0175,6.415183399466501
0.018000000000000002,3.66843373015307
0.0185,0.006100837735162265
0.019,-3.961426462384238
0.0195,-7.928953762503638
0.02,-10.370509024115576
0.0205,-12.20167547032453
0.021,-14.94842513963796
0.021500000000000002,-16.779591585846916
0.022,-13.117258693429006
0.0225,-4.5718152777872225
0.023,1.532072876242624
0.0235,0.006100837735162265
0.024,-6.402981723996176
0.0245,-11.286092247220052
0.025,-11.896481062623037
0.025500000000000002,-10.370509024115576
0.026000000000000002,-8.539342577906622
0.0265,-7.623759354802146
0.027,-8.23414817020513
0.0275,-10.065314616414083
0.028,-10.065314616414083
0.0285,-5.4873985008916994
0.029,1.532072876242624
0.029500000000000002,7.3307666225709776
0.03,9.772321884182917
0.0305,9.772321884182917
0.031,7.63596103027247
0.0315,5.499600176362024
0.032,5.804794584063516
0.0325,9.161933068779932
0.033,10.993099514988886
0.0335,8.246349845675455
0.034,3.66843373015307
0.0345,1.532072876242624
0.035,1.8372672839441162
0.035500000000000004,0.9216840608396392
0.036000000000000004,-2.130260016175284
0.0365,-5.4873985008916994
0.037,-6.097787316294684
0.0375,-4.877009685488715
0.038,-4.5718152777872225
0.0385,-5.792592908593192
0.039,-7.318564947100653
0.0395,-7.623759354802146
0.04,-6.402981723996176
0.0405,-4.5718152777872225
0.041,-2.7406488315782687
0.0415,0.006100837735162265
0.042,5.194405768660531
0.0425,12.213877145794855
0.043000000000000003,16.79179326131724
0.043500000000000004,17.09698766901873
0.044,13.129460368899332
0.0445,7.3307666225709776
0.045,-0.29909356996633
0.0455,-8.539342577906622
0.046,-13.422453101130499
0.0465,-14.338036324234976
0.047,-13.727647508831991
0.0475,-15.558813955040945
0.048,-16.474397178145423
0.0485,-11.896481062623037
0.049,-2.4354544238767764
0.0495,5.499600176362024
0.05,8.551544253376948
0.0505,8.246349845675455
0.051000000000000004,7.63596103027247
0.051500000000000004,6.720377807167993
0.052000000000000005,4.584016953257547
0.0525,0.9216840608396392
0.053,-2.4354544238767764
0.0535,-4.5718152777872225
0.054,-3.961426462384238
0.0545,-0.29909356996633
0.055,3.973628137854562
0.0555,5.804794584063516
0.056,4.584016953257547
0.0565,2.4476560993471006
0.057,2.4476560993471006
0.0575,3.973628137854562
0.058,4.584016953257547
0.0585,4.584016953257547
0.059000000000000004,3.973628137854562
0.059500000000000004,3.973628137854562
0.06,4.584016953257547
0.0605,4.584016953257547
0.061,4.2788225455560545
