Ultium EMG-BICEPS BR. RT,Ultium EMG-LAT. TRICEPS RT,Ultium EMG-MED. TRICEPS RT,Ultium EMG-BRACHIORAD. RT,Ultium EMG-FLEX.CARP.R RT,Ultium EMG-POST.DELTOID RT,Ultium EMG-MID DELT. RT,Ultium EMG-ANT.DELTOID RT,Ultium EMG-Ultium EMG.Sync
-16.229296,-2.451164,3.662028,-8.251078,-23.898659,-0.902771,-3.642200,-15.544019,0.000000
-22.027990,-4.282331,5.188000,-7.335495,-29.392158,-3.954716,-4.252589,-22.868685,0.000000
-7.073464,-7.944663,7.629555,-10.082244,-32.444103,-4.565104,-3.642200,-34.466073,0.000000
21.004422,-9.775830,7.324361,-9.471856,-33.970075,-1.818355,-0.590256,-45.453071,0.000000
60.069306,-7.639469,6.103583,-5.809523,-32.138908,0.012812,3.377271,-49.420599,0.000000
92.114719,-3.671942,7.324361,-3.062773,-26.950603,0.318006,6.429215,-46.979043,0.000000
86.621219,-1.535581,11.291888,-3.367967,-21.762298,0.012812,5.513632,-43.316711,0.000000
40.536864,-4.282331,14.954221,-3.367967,-17.184382,0.012812,2.156494,-39.349183,0.000000
-8.904630,-10.996607,14.954221,-1.536801,-8.333744,-1.207966,0.020133,-32.024517,0.000000
-28.437072,-18.321273,11.291888,-0.621218,8.757142,-3.649521,0.935716,-22.563491,0.000000
-29.352656,-22.288801,5.188000,-1.841995,33.172695,-6.091076,3.682466,-14.628436,0.000000
-47.053931,-20.762829,-0.000305,-2.147190,54.231109,-6.396271,6.429215,-9.134937,0.000000
-87.339593,-16.490107,-2.441860,0.294365,63.081747,-4.870299,8.260382,-1.810271,0.000000
-119.995395,-12.522580,-1.526277,5.482670,58.809025,-3.039132,7.955187,9.176728,0.000000
-117.553839,-9.165441,-0.000305,10.060586,49.347999,-1.818355,4.903243,21.994893,0.000000
-85.508427,-5.197914,0.610084,12.502142,41.412944,-1.818355,1.546105,33.287086,0.000000
-45.833154,-0.925192,-0.000305,14.028114,34.698667,-2.123549,0.630522,40.916946,0.000000
-12.566963,3.957918,-1.831471,17.385252,24.016863,-2.123549,1.546105,40.611752,0.000000
9.407034,9.756612,-3.357444,21.657974,10.588309,-1.818355,2.156494,27.488392,0.000000
17.647283,13.724140,-4.273027,22.573557,1.127282,-0.292383,1.240910,7.040367,0.000000
13.069367,12.808556,-3.662638,17.690447,1.127282,1.233589,-0.285062,-8.219354,0.000000
1.471980,7.925446,-2.441860,10.976170,3.874032,1.843978,-2.726617,-11.271298,0.000000
-13.177352,2.737141,-2.441860,8.229420,-1.619467,-0.597577,-5.168172,-8.524548,0.000000
-32.099405,-0.009609,-3.052249,9.450198,-19.931132,-5.175493,-5.778561,-9.134937,0.000000
-52.852625,-1.535581,-3.967832,9.450198,-43.431101,-7.311854,-4.252589,-13.407659,0.000000
-65.670790,-2.756358,-4.273027,5.787865,-63.268738,-4.565104,-2.116228,-16.154408,0.000000
-66.891568,-1.535581,-5.188610,1.515143,-73.950542,1.233589,-0.895450,-15.544019,0.000000
-61.398068,0.600780,-5.493804,-0.621218,-74.560931,7.032283,0.020133,-13.102464,0.000000
-53.463014,0.905974,-3.357444,-2.757579,-66.320682,10.084227,0.935716,-7.914159,0.000000
-36.066933,-1.840775,1.525667,-6.114717,-52.281739,9.168644,0.020133,-0.589493,0.000000
-7.073464,-4.587525,6.103583,-9.777050,-37.022019,4.895922,-3.947395,2.462451,0.000000
22.530394,-5.197914,7.629555,-10.692633,-22.677882,-1.207966,-8.830505,-0.589493,0.000000
37.790114,-5.503108,5.798389,-8.556272,-12.301272,-7.922243,-11.272060,-4.557021,0.000000
33.822587,-7.029080,3.356833,-4.588745,-5.586995,-12.805353,-11.882449,-1.505077,0.000000
18.562866,-6.723886,0.915278,-2.147190,2.958449,-14.941714,-11.882449,3.378034,0.000000
7.881062,-3.366747,-2.441860,-3.673162,25.542835,-12.194965,-9.135699,1.852062,0.000000
20.699227,0.905974,-6.409388,-9.166661,61.250581,-5.175493,-2.116228,-3.641438,0.000000
