time,activation
0.0,0.9468500164971836
0.0005,1.252044424198676
0.001,0.03126679339270661
0.0015,-1.1895108374132626
0.002,-1.4947052451147549
0.0025,-0.579122022010278
0.003,-0.2739276143087857
0.0035,-0.8843164297117703
0.004,-1.1895108374132626
0.0045000000000000005,-0.2739276143087857
0.005,0.03126679339270661
0.0055,-0.8843164297117703
0.006,-1.7998996528162472
0.006500000000000001,-1.1895108374132626
0.007,-0.2739276143087857
0.0075,-0.579122022010278
0.008,-1.4947052451147549
0.0085,-1.4947052451147549
0.009000000000000001,0.03126679339270661
0.0095,1.252044424198676
0.01,1.252044424198676
0.0105,0.6416556087956913
0.011,0.03126679339270661
0.0115,0.03126679339270661
0.012,0.03126679339270661
0.0125,0.03126679339270661
0.013000000000000001,0.03126679339270661
0.0135,-0.2739276143087857
0.014,-1.4947052451147549
0.0145,-2.1050940605177395
0.015,-2.410288468219232
0.0155,-2.715482875920724
0.016,-2.715482875920724
0.0165,-2.715482875920724
0.017,-1.7998996528162472
0.0175,-0.8843164297117703
0.018000000000000002,-0.579122022010278
0.0185,-1.4947052451147549
0.019,-1.7998996528162472
0.0195,-1.1895108374132626
0.02,-0.8843164297117703
0.0205,-1.1895108374132626
0.021,-1.7998996528162472
0.021500000000000002,-2.410288468219232
0.022,-2.1050940605177395
0.0225,0.03126679339270661
0.023,2.167627647303153
0.0235,3.388405278109122
0.024,3.0832108704076298
0.0245,1.5572388319001682
0.025,0.9468500164971836
0.025500000000000002,0.9468500164971836
0.026000000000000002,1.8624332396016605
0.0265,2.167627647303153
0.027,1.8624332396016605
0.0275,1.5572388319001682
0.028,1.5572388319001682
0.0285,2.472822055004645
0.029,3.6935996858106144
0.029500000000000002,3.388405278109122
0.03,1.252044424198676
0.0305,-0.2739276143087857
0.031,0.03126679339270661
0.0315,1.5572388319001682
0.032,1.8624332396016605
0.0325,0.9468500164971836
0.033,0.03126679339270661
0.0335,0.03126679339270661
0.034,0.6416556087956913
0.0345,0.3364612010941989
0.035,-0.2739276143087857
0.035500000000000004,-0.2739276143087857
0.036000000000000004,0.03126679339270661
0.0365,0.6416556087956913
0.037,0.6416556087956913
0.0375,0.9468500164971836
0.038,1.252044424198676
0.0385,2.167627647303153
0.039,3.0832108704076298
0.0395,3.9987940935121067
0.04,4.609182908915091
0.0405,3.9987940935121067
0.041,2.472822055004645
0.0415,0.3364612010941989
